,rank,name,year,rating,metascore,votes,revenue,genre,runtime,directors,actors,description
10152,153,Dumplin',2018,6.7,53.0,16603,,"Comedy, Drama, Musical",110.0,Anne Fletcher,"Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio","Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town."
10153,154,Beoning,2018,7.6,90.0,16331,718991.0,"Drama, Mystery",148.0,Chang-dong Lee,"Ah-in Yoo, Steven Yeun, Jong-seo Jun, Soo-Kyung Kim","Jong-su bumps into a girl who used to live in the same neighborhood as him, who asks him to look after her cat while on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby."
10154,155,Traffik,2018,6.0,37.0,16118,9186156.0,Thriller,96.0,Deon Taylor,"Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner","A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets."
10155,156,Badhaai Ho,2018,8.1,,16057,,"Comedy, Drama",124.0,Amit Ravindernath Sharma,"Ayushmann Khurrana, Sanya Malhotra, Neena Gupta, Gajraj Rao",A man faces embarrassment in the society when he finds out his mother is pregnant
10156,157,Ghostland,2018,6.4,44.0,15894,,"Drama, Horror, Mystery",91.0,Pascal Laugier,"Crystal Reed, Mylène Farmer, Anastasia Phillips, Emilia Jones","A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters' lives. Sixteen years later when the daughters reunite at the house, things get really strange."
10157,158,Mid90s,2018,7.4,66.0,15763,7362439.0,"Comedy, Drama",85.0,Jonah Hill,"Sunny Suljic, Katherine Waterston, Lucas Hedges, Na-kel Smith","Follows Stevie, a thirteen-year-old in 1990s-era Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate shop."
10158,159,Parmanu: The Story of Pokhran,2018,7.8,,15722,,"Action, Drama, History",129.0,Abhishek Sharma,"John Abraham, Boman Irani, Diana Penty, Anuja Sathe","A look at India's second confidential nuclear test series at Pokhran led by Dr. APJ Abdul Kalam, during the time of PM Atal Bihari Vajpayee's tenure."
10159,160,Cam,2018,6.0,71.0,15578,,"Horror, Mystery, Thriller",94.0,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid","Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself."
10160,161,The Nutcracker and the Four Realms,2018,5.5,39.0,15500,54858851.0,"Adventure, Family, Fantasy",99.0,"Lasse Hallström, Joe Johnston","Mackenzie Foy, Keira Knightley, Morgan Freeman, Helen Mirren",A young girl is transported into a magical world of gingerbread soldiers and an army of mice.
10161,162,2.0,2018,7.0,,15478,,"Action, Sci-Fi, Thriller",148.0,S. Shankar,"Rajinikanth, Akshay Kumar, Amy Jackson, Adil Hussain",Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).
10162,163,The Outsider,2018,6.3,30.0,15447,,"Crime, Drama, Thriller",120.0,Martin Zandvliet,"Jared Leto, Tadanobu Asano, Kippei Shîna, Shioli Kutsuna",An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.
10163,164,Sonu Ke Titu Ki Sweety,2018,7.1,,15402,,"Comedy, Romance",138.0,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sunny Singh Nijjar, Alok Nath",Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance.
10164,165,The Happytime Murders,2018,5.3,27.0,15155,20706452.0,"Action, Comedy, Crime",91.0,Brian Henson,"Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker","When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case."
10165,166,Early Man,2018,6.1,68.0,15021,8267544.0,"Animation, Adventure, Comedy",89.0,Nick Park,"Eddie Redmayne, Tom Hiddleston, Maisie Williams, Timothy Spall","Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City to save their home."
10166,167,Rangasthalam,2018,8.6,,14981,,"Action, Drama",170.0,Sukumar,"Ram Charan, Samantha Ruth Prabhu, Aadhi, Jagapathi Babu","The fear of his elder brother's death starts to haunt an innocent, hearing impaired guy after they both join forces to overthrow the unlawful 30 year long regime of their village's president."
10167,168,Like Father,2018,6.1,52.0,14750,,"Comedy, Drama",98.0,Lauren Miller Rogen,"Kristen Bell, Danielle Davenport, Kimiko Glenn, Wynter Kullman","After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father."
10168,169,Padman,2018,8.0,,14715,1662927.0,"Biography, Comedy, Drama",140.0,R. Balki,"Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash","Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India."
10169,170,Midnight Sun,2018,6.6,38.0,14641,9561064.0,"Drama, Romance",91.0,Scott Speer,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard",A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.
10170,171,Thugs of Hindostan,2018,3.9,,14569,1449848.0,"Action, Adventure",164.0,Vijay Krishna Acharya,"Aamir Khan, Amitabh Bachchan, Katrina Kaif, Fatima Sana Shaikh",A story about one man's love for his nation and another's love for power. An epic adventure filled with edge-of-the-seat thrills and war on the seas.
10171,172,Blindspotting,2018,7.4,77.0,14509,4333394.0,"Comedy, Crime, Drama",95.0,Carlos López Estrada,"Daveed Diggs, Rafael Casal, Janina Gavankar, Jasmine Cephas Jones","While on probation, a man begins to re-evaluate his relationship with his volatile best friend."
10172,173,The Hurricane Heist,2018,5.1,35.0,14413,6115825.0,"Action, Crime, Thriller",103.0,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson",Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.
10173,174,Calibre,2018,6.7,76.0,14379,,Thriller,101.0,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie",A shocking deed turned their weekend trip into a nightmare. Now their only hope is to swallow their paranoia and act normal.
10174,175,The Hate U Give,2018,7.2,81.0,14257,29719483.0,"Crime, Drama",133.0,George Tillman Jr.,"Amandla Stenberg, Regina Hall, Russell Hornsby, Anthony Mackie","Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right."
10175,176,Boy Erased,2018,7.0,69.0,14200,6788692.0,"Biography, Drama",115.0,Joel Edgerton,"Lucas Hedges, Nicole Kidman, Joel Edgerton, Russell Crowe",The son of a Baptist preacher is forced to participate in a church-supported gay conversion program after being forcibly outed to his parents.
10176,177,Beirut,2018,6.4,69.0,14013,5019226.0,"Drama, Thriller",109.0,Brad Anderson,"Jon Hamm, Jay Potter, Khalid Benchagra, Ania Josse","Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind."
10177,178,Doragon bôru chô: Burorî,2018,8.1,59.0,13718,30712119.0,"Animation, Action, Adventure",100.0,Tatsuya Nagamine,"Masako Nozawa, Aya Hisakawa, Ryô Horikawa, Toshio Furukawa","Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before."
10178,179,Fahrenheit 451,2018,4.9,,13699,,"Drama, Sci-Fi, Thriller",100.0,Ramin Bahrani,"Michael B. Jordan, Aaron Davis, Cindy Katz, Michael Shannon","In a terrifying care-free future, a young man, Guy Montag, whose job as a fireman is to burn all books, questions his actions after meeting a young woman...and begins to rebel against society."
10179,180,Terminal,2018,5.3,27.0,13497,,"Crime, Drama, Thriller",95.0,Vaughn Stein,"Margot Robbie, Simon Pegg, Dexter Fletcher, Mike Myers","A film noir taking place in a train terminal at night. Add 2 male assassins, female assassin, waitress, teacher, janitor and crime boss. Add revenge. Who says mystery is a lost art?"
10180,181,Todos lo saben,2018,7.0,68.0,13489,1873471.0,"Crime, Drama, Mystery",133.0,Asghar Farhadi,"Penélope Cruz, Javier Bardem, Ricardo Darín, Eduard Fernández","Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open."
10181,182,Destination Wedding,2018,6.0,46.0,13298,,"Comedy, Drama, Romance",90.0,Victor Levin,"Keanu Reeves, Winona Ryder, Dj Dallenbach, Greg Lucey","The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves."
10182,183,Simmba,2018,6.4,,13190,5075611.0,"Action, Comedy, Crime",158.0,Rohit Shetty,"Ranveer Singh, Sara Ali Khan, Sonu Sood, Ashutosh Rana","Simmba, a Corrupt Officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path."
10183,184,Batman Ninja,2018,5.6,,13051,,"Animation, Action",85.0,Junpei Mizusaki,"Kôichi Yamadera, Wataru Takagi, Ai Kakuma, Rie Kugimiya","Batman, along with a number of his allies and adversaries, finds himself transplanted from modern Gotham City to feudal Japan."
10184,185,Bharat Ane Nenu,2018,8.0,,12961,3554187.0,"Action, Drama",173.0,Koratala Siva,"Mahesh Babu, Kiara Advani, Prakash Raj, Sarath Kumar","To make good on a promise he made to his mother, a university graduate returns to India and becomes disillusioned by the government corruption he encounters."
10185,186,The Princess Switch,2018,6.0,,12949,,Romance,101.0,Mike Rohl,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun","A Chicago baker (V.Hudgens) is competing in a Christmas baking competition in Belgravia. There she bumps into the prince's fiancee. They look alike and switch for 2 days. ""Life is what happens to you while you're busy making other plans."""
10186,187,The Week Of,2018,5.1,41.0,12883,,Comedy,116.0,Robert Smigel,"Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch","Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough."
10187,188,White Boy Rick,2018,6.5,59.0,12881,24011188.0,"Crime, Drama",111.0,Yann Demange,"Matthew McConaughey, Richie Merritt, Bel Powley, Jennifer Jason Leigh","The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison."
10188,189,The Night Comes for Us,2018,7.0,69.0,12868,,"Action, Thriller",121.0,Timo Tjahjanto,"Iko Uwais, Julie Estelle, Joe Taslim, Zack Lee","Ito (Joe Taslim), a gangland enforcer, caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad."
10189,190,"Don't Worry, He Won't Get Far on Foot",2018,6.9,67.0,12439,1441705.0,"Biography, Comedy, Drama",114.0,Gus Van Sant,"Joaquin Phoenix, Jonah Hill, Rooney Mara, Jack Black","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life."
10190,191,Tumbbad,2018,8.3,,12412,,"Drama, Fantasy, Horror",104.0,"Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Sohum Shah, Jyoti Malshe, Anita Date, Ronjini Chakraborty",A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
10191,192,Bad Samaritan,2018,6.4,42.0,12206,3435047.0,"Crime, Thriller",110.0,Dean Devlin,"David Tennant, Robert Sheehan, Kerry Condon, Carlito Olivero",A pair of burglars stumble upon a woman being held captive in a home they intended to rob.
10192,193,At Eternity's Gate,2018,6.9,78.0,12041,2294915.0,"Biography, Drama",111.0,Julian Schnabel,"Willem Dafoe, Rupert Friend, Oscar Isaac, Mads Mikkelsen","A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France."
10193,194,Ibiza,2018,5.2,56.0,12035,,"Comedy, Romance",94.0,Alex Richanbach,"Gwen Elizabeth Duchon, Gillian Jacobs, Michaela Watkins, Phoebe Robinson",A young American woman and her two best friends seek out a hot DJ in Spain.
10194,195,Every Day,2018,6.4,52.0,11851,6102076.0,"Drama, Fantasy, Romance",97.0,Michael Sucsy,"Angourie Rice, Justice Smith, Debby Ryan, Jeni Ross",A shy teenager falls for someone who transforms into another person every day.
10195,196,Under the Silver Lake,2018,6.3,59.0,11593,,"Comedy, Crime, Drama",139.0,David Robert Mitchell,"Andrew Garfield, Riley Keough, Topher Grace, Callie Hernandez","Sam, intelligent but without purpose, finds a mysterious woman swimming in his apartment's pool one night. The next morning, she disappears. Sam sets off across LA to find her, and along the way he uncovers a conspiracy far more bizarre."
10196,197,Unfriended: Dark Web,2018,5.8,53.0,11426,8783985.0,"Crime, Horror, Mystery",92.0,Stephen Susco,"Colin Woodell, Stephanie Nogueras, Betty Gabriel, Rebecca Rittenhouse","A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him, but will also do anything to get it back."
10197,198,Teen Titans Go! To the Movies,2018,6.8,69.0,11164,29562341.0,"Animation, Action, Comedy",84.0,"Aaron Horvath, Peter Rida Michail","Greg Cipes, Scott Menville, Khary Payton, Tara Strong",A villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of Hollywood stardom.
10198,199,Raid,2018,7.4,,11082,1010385.0,"Action, Crime, Drama",122.0,Raj Kumar Gupta,"Ajay Devgn, Saurabh Shukla, Ileana D'Cruz, Amit Sial",A fearless income tax officer raids the mansion of the most powerful man in Lucknow after someone mysteriously draws his attention towards the evidence.
